HashFunction,HashOwner,HashApp,SampleCount,AverageAllocatedMb,AverageAllocatedMb_pct1,AverageAllocatedMb_pct5,AverageAllocatedMb_pct25,AverageAllocatedMb_pct50,AverageAllocatedMb_pct75,AverageAllocatedMb_pct95,AverageAllocatedMb_pct99,AverageAllocatedMb_pct100
17e24635362b4c186cf01870bb683dd597f90f195634e4b99c5e47d46e2c82b9,69b740be626511ff3846701a11c44097a0d7163f0411238ddbb574dd5d87873b,9fdfb64b56eccc6aac47f68f429d6f0cdd34880329637873c08f9f7d4adf53c7,22209,9.416666666666666,7.833333333333333,8.25,8.75,9.75,9.916666666666666,10.416666666666666,10.583333333333334,10.666666666666666
1948876d67f73860a97e6a6f57dad339f21f0188ff3eff1bf6f3df7f37606e71,98f3fe1d01789fc2d8ab1dc9cd9a31d51fcbf1936e36a47526280c95ec0cd944,3f9fb0df8cc1017c171a7f07afd0fd8ca810f9a6f422a0872c1d3c471eb080b6,70035,22.77777777777778,20.444444444444443,21.11111111111111,22.22222222222222,22.88888888888889,23.55555555555556,24.11111111111111,24.11111111111111,42.11111111111112
6036fc9c2124e4811749c8dd47e88a3466b0a91937bdb6ceba57eccea61278a7,05adaa46797bfe5f970486cea2a55eda78fd8c4fbf1021b9956cf2a34af24dd2,abd34a56f9444d1b5e540d8721e3473777bb0e36ff95d2ee1e1f1da3b01e7a46,71024,9.714285714285714,5.333333333333333,5.9523809523809526,9.80952380952381,10.095238095238097,10.285714285714286,10.571428571428571,10.80952380952381,12.0
08dac77bad1f97f6df44cb488e8105e41fd184d96f8ab172fb7781c4c10e92a2,104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,1e18e8b08faaf44ca6c460f5acf6fc09137626ee11f55077aa2ed356b9ab69bc,20680,11.8,11.266666666666667,11.466666666666669,11.6,11.733333333333333,11.866666666666667,12.466666666666669,13.533333333333331,19.6
a5d33b46a81e47ea1a1d11902ab5b2ac8b7226ca42cbb1289c12399ac1b692df,1d8f49968255694029ff70bc55c8e05f814ae9c429f39220d0781120dc23158b,2122e1e4f9121ab7cf4b0860d6429a4c68d9d4ea8e2ab36036965c51bc0a6297,83607,126.0,120.0,120.0,120.0,123.0,125.0,147.0,147.0,148.0
63a0e5f057df6a21211ea88551917ff4e85fc5c169955042d865a45c73191c6f,0ac21ccbe99b64e51c4105383194f21b0059d08576db078c017529313b999bc1,251db6b2bc414aad2ec8eac970aa9b09bd6464cce3ada92caa59a16d3f99ee5e,21170,115.0,105.0,106.0,112.0,114.0,117.0,127.0,139.0,140.0
ae6a959bddb2bd3410ddc58f61efc435847caff06a14764125a8ba3d696bef40,ae1d872de9a0147582179103a2dff79abae82c97b955d64141b26c51ef3dfe26,b705f5f15adc7ea7eb126ffd52dbd8740d045cc5c51ec10f8053210bfe144699,43753,159.0,107.0,130.0,148.0,156.0,169.0,199.0,229.0,251.0
b33ee682e625ae6613fe3f19977ac466fe4d31665d0fb56464de98fdb11e1365,23585e5c9ad9d7de0016aee0cae0ef9339aa943e635a0d61af082dbfe4688c40,d3d3580600762aaf9834242fd64230a154daaa5a6fe3d2d2e9175e35eb55a204,17447,26.0,22.5,24.75,25.5,26.25,26.75,27.5,27.75,28.0
e453fff5ffe0cc9feebcace85d9bfb2a486c21e3c30a3feb9afa788f24abe25b,9600d8ea0d18856a6f1fa5672306ef55afac8b5e32e956579ab0f1a8c347bf4b,7dfa1086895b9fac377300edbf89a8001a6a631329e126a4661f17f899dbd1c4,1958,16.875,13.875,14.625,15.625,17.125,17.875,18.875,18.875,18.875
b53eaa89d8ca6ff14625931a5fa8422792459407705f9ed606355001100381d8,8ee590da13bc4e25d3f2b1546e4bbd680764c2dbd3b6a6be36ad1a4392384f51,b1ac4d2252692ed01d7d41130e2e151780ad9d2a64c12f6ed76dc1af1bdf3f0d,6374,113.0,98.0,105.0,110.0,114.0,117.0,124.0,131.0,133.0
891e9f8d77fc63913b8af9965a8fb0cd92ca1d68f63866d2443c22ba1393d3b4,66f9ba1e9ad2369f367532e403efc47c55d6881b0442e925fd0da614f4794390,40c3dbed74601af1ec8c4c7e7b6cafb70d6a510c46431ef8cfc4948d8a19f1b8,6524,184.0,153.0,169.0,170.0,175.0,201.0,206.0,223.0,261.0
88d654730a97603fae681a725340e27da847998ea6f6e80a0931189053b461db,f35a42d3ef76a32d87732719fd51b9b5439cc586621e6f8aeef632c76433963a,c2dbb9a6a3e5201541c5d33396f3fe3bfbf23a1f078c32d3082164410608cf87,17250,40.333333333333336,40.333333333333336,40.333333333333336,40.333333333333336,40.333333333333336,40.333333333333336,40.333333333333336,40.333333333333336,40.5
e7a84d631a66c6240b508c25b6c537a4f77f6cf14999bc5e43d8bffdba4ac94b,2f5e4185ca1ece5c869dc335cb66452bed51fb191c0da3a0a3ae00eae6c2ccd7,ad3cf53f15a59161870b407c81c754a650b560562c9279a68ebd10a73372b8c7,27775,24.4,22.0,22.6,23.4,24.6,25.4,27.2,27.6,28.4
308574f8cff73dff7f4a29a051ac69716c00e7a12e9edd47badaebe0748a13db,86ed71778a270c9c9a89462bea70fce8a2a98264e5a1ebedc46da1989ab83ef5,6e010af2a1e934d7eba1958abd9f02b13e380c6bcc3c68cf3e65c7ce093e5f23,17253,96.0,96.0,96.0,96.5,96.5,96.5,97.0,97.0,97.0
1fe2ae5b19abe93ba79709a97f7e4b3db8d1d2c823bb9b814c8774569f4c88a9,931615ab98b8c3ea27355210460882eef464e061a201ec90f508e60f4d300549,339da3fda5da09c5d1361c47ad291183dbf4e53bbd01bd7af314b18438a48578,6337,190.0,157.0,169.0,177.0,181.0,206.0,212.0,227.0,251.0
f10e713de291d542f8f22677c033b08c9a0ff0362db1a571340f0219e9b57773,c927d8a8e08a60ad2fc1d915942c3cc670ea5724ea6a7dc7b7827b60a70df67e,d3317a43fc77b4765950b54f29147cdb750db9e46479321b375cd545753e0237,1324,39.6,34.2,35.4,36.8,41.6,41.6,41.8,46.6,54.4
09815ea38aea8225c1ac26405ef65847d9bf6afc8d0b40ee8fd983ba8ff27ba3,43699f5bacf6e4c792918174e8bee37d3a3649d9a2cc29331a55d8bfa91d55e4,60e91733db6587da92973ba3499085c1e23d28419cbaa4cef6a8d24feb8acb20,18721,44.0,21.25,24.25,43.75,45.0,50.0,52.0,52.25,71.75
6e1a26e2111f2f09351b29e85ccc0f58d8fb84292140830caa2c69ca2df8029e,d058802bb738328e826d44f3109c9dc525cae4c8b69d9b4f43b6a3ff26920470,7a28ed45ffd3235e4f95c4cd223331a9f183f4efd7dd5708a6b8c6390d463b47,34996,6.15,4.9,5.1,5.85,6.25,6.7,7.05,7.35,7.7
3c726bc534cc1b34f1e9bc476e44454cec6b1bcc4b5be80544061612eea6ed7a,d058802bb738328e826d44f3109c9dc525cae4c8b69d9b4f43b6a3ff26920470,4b7630d7a639c013b786db83ea05cbd33b3b25567a6806d2df147b9f99c21662,22854,16.428571428571427,13.142857142857142,13.857142857142858,15.857142857142858,16.571428571428573,17.857142857142858,18.428571428571427,20.0,21.428571428571427
e85b136ca86a6edaf754df1ab6f7e28e72a9564d9c4bb39836c59aaf0e2d7f04,f3a0ec60a8679bcb21ee39e1ae6fb10f7bc6389fb96d46767e60f19e8b63f501,d9005c52f21065649d52a279860b9e6400afff775d2ddaced535934662924961,13610,19.714285714285715,17.142857142857142,17.571428571428573,18.857142857142858,19.571428571428573,20.857142857142858,22.857142857142858,23.428571428571427,23.571428571428573
