,submission_time,num_gpus,duration
0,0,1,430
1,0,1,44
2,0,1,132
3,0,1,1800
4,0,1,1800
5,0,1,1800
6,1,1,302
7,1,1,270
8,1,1,775
9,1,1,765
10,1,1,1800
11,1,1,22
12,2,1,517
13,2,1,133
14,2,1,42
15,2,8,1800
16,2,1,24
17,2,1,90
18,3,1,23
19,3,1,79
20,3,1,1800
21,3,1,504
22,3,1,1703
23,3,1,42
24,3,1,1800
25,3,1,1800
26,4,1,1137
27,4,1,164
28,4,1,333
29,4,1,374
30,4,1,238
31,4,1,112
32,4,1,144
33,4,1,1800
34,5,2,42
35,5,1,216
36,5,1,1800
37,5,1,43
38,5,1,69
39,6,1,92
40,6,1,1467
41,6,1,22
42,6,1,1180
43,6,1,1100
44,6,1,1242
45,6,1,1800
46,6,1,160
47,7,1,163
48,7,1,1433
49,7,1,23
50,7,1,203
51,7,1,13
52,7,1,326
53,7,1,1240
54,7,1,365
55,8,1,293
56,8,1,1800
57,8,1,76
58,8,1,154
59,8,1,327
60,8,1,317
61,8,1,52
62,9,1,1800
63,9,1,62
64,9,1,1214
65,9,1,1092
66,9,1,1163
67,9,1,1055
68,9,1,23
69,9,1,663
70,9,1,783
71,9,1,1800
72,9,1,1183
73,9,1,1082
74,9,1,1135
75,9,1,1254
76,9,1,1294
77,9,1,1198
78,9,1,660
79,9,1,752
80,9,1,743
81,9,1,643
82,9,1,389
83,9,1,773
84,9,1,647
85,10,1,1800
86,10,1,22
87,10,1,1800
88,10,1,305
89,10,1,657
90,10,1,1800
91,10,1,22
92,10,1,1800
93,10,1,95
94,10,1,1800
95,10,1,1800
96,10,1,1800
97,10,1,1800
98,10,1,1800
99,11,1,1800
100,11,1,21
101,11,1,154
102,11,2,172
103,11,1,83
104,12,1,46
105,12,1,103
106,12,1,1800
107,13,1,63
108,13,1,196
109,13,1,32
110,13,1,414
111,13,1,357
112,14,1,118
113,14,1,101
114,14,1,1761
115,14,1,758
116,15,1,907
117,15,1,83
118,15,1,1800
119,15,1,207
120,16,1,123
121,16,1,23
122,16,1,42
123,16,1,405
124,16,1,547
125,16,1,596
126,17,1,51
127,17,1,51
128,17,1,32
129,17,1,32
130,18,1,41
131,18,1,101
132,18,1,114
133,18,1,1800
134,19,1,1800
135,19,1,1800
136,19,1,1800
137,19,1,1800
138,19,1,1800
139,19,1,1800
140,19,1,33
141,19,1,156
142,19,1,1800
143,19,1,1800
144,19,1,1800
145,19,1,1800
146,19,1,1800
147,19,1,1800
148,19,1,1800
149,19,1,116
150,19,1,1800
151,19,1,53
152,19,1,264
153,19,1,1800
154,19,1,1800
155,19,1,1800
156,20,1,1800
157,20,1,110
158,21,1,293
159,21,1,108
160,21,1,12
161,21,1,1800
162,21,1,401
163,21,1,21
164,21,1,12
165,21,1,61
166,21,1,1800
167,21,1,315
168,21,1,52
169,21,1,162
170,22,1,104
171,22,1,1800
172,22,1,283
173,22,1,1800
174,22,1,12
175,22,1,1800
176,23,1,1693
177,23,1,918
178,23,1,696
179,23,1,53
180,24,1,134
181,24,1,1800
182,24,1,1380
183,24,1,706
184,25,1,1800
185,25,1,195
186,25,1,1029
187,25,1,1800
188,25,1,195
189,25,1,1481
190,25,1,1800
191,26,1,1800
192,26,1,1800
193,26,1,82
194,26,1,132
195,26,1,31
196,26,1,214
197,26,1,209
198,26,1,1800
199,27,1,1800
200,27,1,41
201,27,1,217
202,27,1,118
203,27,1,92
204,27,1,1800
205,27,1,24
206,28,1,1800
207,28,1,1800
208,28,1,1800
209,28,1,64
210,28,1,133
211,28,1,1800
212,28,1,23
213,29,1,384
214,29,1,1800
215,29,1,1800
216,29,1,1800
217,29,1,74
218,29,1,1800
219,29,1,1800
220,29,1,1800
221,29,1,112
222,30,1,939
223,30,1,577
224,30,1,1800
225,30,1,1800
226,30,1,112
227,30,1,72
228,30,1,1800
229,30,1,83
230,30,1,337
231,30,1,1800
232,30,1,1800
233,30,1,65
234,30,1,1800
235,30,1,1800
236,30,1,1800
237,31,1,1800
238,31,1,1246
239,31,1,1434
240,31,1,1800
241,31,1,1800
242,31,1,1306
243,31,1,1494
244,31,1,1800
245,31,1,264
246,31,1,94
247,31,1,42
248,31,1,1800
249,31,1,1800
250,31,1,1800
251,32,1,387
252,32,1,1800
253,32,1,1800
254,32,1,105
255,32,1,41
256,32,1,1800
257,32,1,1800
258,32,1,477
259,32,1,332
260,32,1,1800
261,32,1,22
262,32,1,22
263,32,1,1613
264,32,1,155
265,32,1,1800
266,32,1,173
267,32,1,53
268,32,1,1800
269,33,1,1800
270,33,1,1800
271,33,1,1800
272,33,1,1800
273,33,1,1800
274,33,1,1800
275,34,1,1545
276,34,1,1800
277,34,1,1800
278,34,1,1800
279,34,1,358
280,34,1,23
281,34,1,226
282,34,1,277
283,34,1,1800
284,34,1,53
285,34,1,773
286,34,1,1800
287,34,1,45
288,34,1,1800
289,34,1,34
290,35,1,63
291,35,1,34
292,35,1,1800
293,35,1,71
294,35,1,1187
295,35,1,395
296,35,1,1800
297,35,1,342
298,35,1,247
299,35,1,1800
300,35,1,237
301,35,1,369
302,35,1,1800
303,35,1,1800
304,35,1,1542
305,36,1,1800
306,36,1,32
307,36,1,1800
308,36,1,33
309,36,1,21
310,36,1,1800
311,36,1,1800
312,36,1,1800
313,36,1,22
314,36,1,132
315,36,1,21
316,37,1,1800
317,37,1,1800
318,37,1,1800
319,37,1,33
320,37,1,1800
321,37,1,1800
322,37,1,1800
323,37,1,1800
324,37,1,48
325,37,1,1800
326,37,1,76
327,38,1,202
328,38,1,1800
329,38,1,1800
330,38,1,1800
331,38,1,1800
332,38,1,1800
333,38,1,1800
334,38,1,180
335,38,1,1800
336,38,1,52
337,38,1,21
338,39,1,86
339,39,1,146
340,39,1,1800
341,39,1,1800
342,39,1,245
343,39,1,1800
344,39,1,1800
345,39,1,1800
346,39,1,74
347,39,1,70
348,39,1,85
349,39,1,1800
350,39,1,97
351,39,1,82
352,39,1,55
353,39,1,82
354,40,1,1800
355,40,1,1800
356,40,1,315
357,40,1,1800
358,40,1,50
359,40,1,1800
360,40,1,1800
361,40,1,217
362,40,1,1800
363,40,1,1800
364,40,1,33
365,41,1,1800
366,41,1,1800
367,41,1,1800
368,41,1,81
369,41,1,1800
370,41,1,107
371,41,1,84
372,41,1,31
373,41,1,64
374,41,1,297
375,41,1,122
376,41,1,77
377,41,1,1800
378,41,1,43
379,41,1,73
380,41,1,1800
381,41,1,80
382,41,1,122
383,41,1,1800
384,42,1,1800
385,42,1,1111
386,42,1,13
387,42,1,1800
388,42,1,1800
389,42,1,1800
390,42,1,1800
391,42,1,83
392,42,1,1800
393,42,1,79
394,42,1,1800
395,42,1,1800
396,42,1,1800
397,42,1,99
398,42,1,1800
399,42,1,1800
400,43,1,1286
401,43,1,1800
402,43,1,23
403,43,1,1800
404,43,1,274
405,43,1,1800
406,43,1,1800
407,43,1,42
408,43,1,1800
409,43,1,59
410,43,1,1800
411,44,1,1800
412,44,1,1800
413,44,1,145
414,44,1,1800
415,44,1,33
416,44,1,1800
417,44,1,1800
418,44,1,850
419,44,1,1800
420,44,1,186
421,44,1,116
422,44,1,24
423,44,1,1800
424,44,1,195
425,45,1,1800
426,45,1,1800
427,45,1,14
428,45,1,248
429,45,1,362
430,45,1,23
431,45,1,34
432,45,1,1800
433,45,1,388
434,45,1,1800
435,45,1,1800
436,45,1,1800
437,45,1,1800
438,46,1,55
439,46,1,164
440,46,1,74
441,46,1,1800
442,46,1,1800
443,46,1,87
444,46,1,1800
445,46,1,494
446,46,1,42
447,46,1,44
448,46,1,1800
449,47,1,1800
450,47,1,623
451,47,1,1800
452,47,1,1800
453,47,1,311
454,47,1,1800
455,47,1,334
456,47,1,1800
457,47,1,1800
458,47,1,326
459,47,1,547
460,47,1,1800
461,47,1,1800
462,47,1,1800
463,47,1,228
464,48,1,1800
465,48,1,1800
466,48,1,73
467,48,1,31
468,48,1,1800
469,48,1,1800
470,48,1,1800
471,48,1,346
472,48,1,1800
473,48,1,329
474,48,1,1800
475,49,1,1800
476,49,1,124
477,49,1,1800
478,49,1,12
479,49,1,1800
480,49,1,32
481,49,1,1145
482,49,1,486
483,49,1,154
484,49,1,1800
485,49,1,288
486,49,1,63
487,49,1,1800
488,49,1,178
