,time_zone,submission_time,num_gpus,duration
0,2023-04-22 01:22:07,318,2,78
1,2023-04-22 01:22:07,318,2,103
2,2023-04-22 01:22:07,318,2,83
3,2023-04-22 01:22:07,318,2,123
4,2023-04-22 01:22:07,318,2,78
5,2023-04-22 01:22:07,318,2,73
6,2023-04-22 01:22:07,318,2,103
7,2023-04-22 01:22:07,318,2,88
8,2023-04-22 01:22:07,318,2,88
9,2023-04-22 01:22:07,318,2,93
10,2023-04-22 01:22:07,318,2,123
11,2023-04-22 01:22:07,318,2,93
12,2023-04-22 01:22:07,318,2,113
13,2023-04-22 01:22:07,318,2,88
14,2023-04-22 01:22:07,318,2,83
15,2023-04-22 01:22:07,318,2,78
16,2023-04-22 01:30:49,326,2,88
17,2023-04-22 01:30:49,326,2,88
18,2023-04-22 01:30:49,326,2,83
19,2023-04-22 01:30:49,326,2,73
20,2023-04-22 01:30:49,326,2,83
21,2023-04-22 01:30:49,326,2,73
22,2023-04-22 01:30:49,326,2,104
23,2023-04-22 01:30:49,326,2,94
24,2023-04-22 01:30:49,326,2,104
25,2023-04-22 01:30:49,326,2,93
26,2023-04-22 01:30:49,326,2,94
27,2023-04-22 01:30:49,326,2,89
28,2023-04-22 01:30:49,326,2,94
29,2023-04-22 01:30:49,326,2,94
30,2023-04-22 01:30:49,326,2,78
31,2023-04-22 01:30:50,326,2,73
32,2023-04-22 01:32:03,328,2,83
33,2023-04-22 01:32:03,328,2,83
34,2023-04-22 01:32:06,328,2,88
35,2023-04-22 01:32:08,328,2,88
36,2023-04-22 01:32:13,328,2,93
37,2023-04-22 01:32:13,328,2,88
38,2023-04-22 01:32:18,328,2,62
39,2023-04-22 01:32:18,328,2,72
40,2023-04-22 01:32:19,328,2,78
41,2023-04-22 01:32:24,328,2,73
42,2023-04-22 01:32:24,328,2,118
43,2023-04-22 01:32:24,328,2,93
44,2023-04-22 01:32:24,328,2,103
45,2023-04-22 01:32:24,328,2,88
46,2023-04-22 01:32:34,328,2,129
47,2023-04-22 01:32:38,328,2,129
48,2023-04-22 01:33:22,329,2,63
49,2023-04-22 01:33:27,329,2,67
50,2023-04-22 01:33:27,329,2,87
51,2023-04-22 01:33:31,329,2,78
52,2023-04-22 01:33:35,329,2,83
53,2023-04-22 01:33:37,329,2,83
54,2023-04-22 01:47:17,343,2,88
55,2023-04-22 01:47:17,343,2,93
56,2023-04-22 01:47:17,343,2,93
57,2023-04-22 01:47:17,343,2,78
58,2023-04-22 01:47:17,343,2,78
59,2023-04-22 01:47:17,343,2,83
60,2023-04-22 01:47:17,343,2,98
61,2023-04-22 01:47:17,343,2,98
62,2023-04-22 01:47:17,343,2,103
63,2023-04-22 01:47:17,343,2,98
64,2023-04-22 01:47:17,343,2,98
65,2023-04-22 01:47:17,343,2,98
66,2023-04-22 01:47:17,343,2,103
67,2023-04-22 01:47:17,343,2,108
68,2023-04-22 01:47:17,343,2,73
69,2023-04-22 01:47:17,343,2,78
70,2023-04-22 01:48:31,344,2,58
71,2023-04-22 01:48:36,344,2,68
72,2023-04-22 01:48:36,344,2,73
73,2023-04-22 01:48:36,344,2,78
74,2023-04-22 01:48:41,344,2,93
75,2023-04-22 01:48:46,344,2,93
76,2023-04-22 01:48:51,344,2,89
77,2023-04-22 01:48:51,344,2,79
78,2023-04-22 01:48:56,344,2,73
79,2023-04-22 01:48:56,344,2,78
80,2023-04-22 01:48:56,344,2,113
81,2023-04-22 01:48:56,344,2,113
82,2023-04-22 01:48:56,344,2,98
83,2023-04-22 01:49:01,345,2,108
84,2023-04-22 01:49:01,345,2,128
85,2023-04-22 01:49:06,345,2,133
86,2023-04-22 01:49:29,345,2,61
87,2023-04-22 01:49:44,345,2,58
88,2023-04-22 01:49:49,345,2,78
89,2023-04-22 01:49:57,345,2,79
90,2023-04-22 01:50:09,346,2,88
91,2023-04-22 01:50:10,346,2,98
92,2023-04-22 01:55:46,351,2,94
93,2023-04-22 01:55:46,351,2,89
94,2023-04-22 01:55:46,351,2,94
95,2023-04-22 01:55:46,351,2,78
96,2023-04-22 01:55:46,351,2,83
97,2023-04-22 01:55:46,351,2,78
98,2023-04-22 01:55:46,351,2,99
99,2023-04-22 01:55:46,351,2,99
100,2023-04-22 01:55:46,351,2,104
101,2023-04-22 01:55:46,351,2,99
102,2023-04-22 01:55:46,351,2,109
103,2023-04-22 01:55:46,351,2,104
104,2023-04-22 01:55:46,351,2,104
105,2023-04-22 01:55:46,351,2,99
106,2023-04-22 01:55:46,351,2,78
107,2023-04-22 01:55:46,351,2,83
108,2023-04-22 01:57:05,353,2,68
109,2023-04-22 01:57:05,353,2,68
110,2023-04-22 01:57:05,353,2,78
111,2023-04-22 01:57:10,353,2,78
112,2023-04-22 01:57:10,353,2,93
113,2023-04-22 01:57:16,353,2,98
114,2023-04-22 01:57:21,353,2,78
115,2023-04-22 01:57:21,353,2,78
116,2023-04-22 01:57:26,353,2,78
117,2023-04-22 01:57:26,353,2,118
118,2023-04-22 01:57:26,353,2,68
119,2023-04-22 01:57:26,353,2,107
120,2023-04-22 01:57:31,353,2,122
121,2023-04-22 01:57:31,353,2,133
122,2023-04-22 01:57:31,353,2,92
123,2023-04-22 01:57:36,353,2,133
124,2023-04-22 01:58:14,354,2,88
125,2023-04-22 01:58:14,354,2,68
126,2023-04-22 01:58:24,354,2,78
127,2023-04-22 01:58:29,354,2,83
128,2023-04-22 01:58:35,354,2,88
129,2023-04-22 01:58:40,354,2,88
130,2023-04-22 02:01:36,357,4,188
131,2023-04-22 02:01:36,357,4,188
132,2023-04-22 02:01:36,357,4,188
133,2023-04-22 02:01:36,357,4,188
134,2023-04-22 02:01:36,357,4,183
135,2023-04-22 02:01:36,357,4,183
136,2023-04-22 02:01:36,357,4,248
137,2023-04-22 02:01:36,357,4,248
138,2023-04-22 02:01:36,357,4,208
139,2023-04-22 02:01:36,357,4,208
140,2023-04-22 02:01:36,357,4,188
141,2023-04-22 02:01:36,357,4,188
142,2023-04-22 02:01:36,357,4,178
143,2023-04-22 02:01:36,357,4,178
144,2023-04-22 02:01:36,357,4,193
145,2023-04-22 02:01:36,357,4,193
146,2023-04-22 02:01:36,357,4,183
147,2023-04-22 02:01:36,357,4,183
148,2023-04-22 02:01:36,357,4,218
149,2023-04-22 02:01:36,357,4,218
150,2023-04-22 02:01:36,357,4,238
151,2023-04-22 02:01:36,357,4,238
152,2023-04-22 02:01:36,357,4,193
153,2023-04-22 02:01:36,357,4,193
154,2023-04-22 02:01:36,357,4,168
155,2023-04-22 02:01:36,357,4,168
156,2023-04-22 02:01:36,357,4,283
157,2023-04-22 02:01:36,357,4,283
158,2023-04-22 02:01:36,357,4,308
159,2023-04-22 02:01:36,357,4,308
160,2023-04-22 02:01:36,357,4,218
161,2023-04-22 02:01:36,357,4,218
162,2023-04-22 02:04:25,360,4,173
163,2023-04-22 02:04:25,360,4,173
164,2023-04-22 02:04:35,360,4,228
165,2023-04-22 02:04:35,360,4,228
166,2023-04-22 02:04:40,360,4,248
167,2023-04-22 02:04:40,360,4,248
