,time_zone,submission_time,num_gpus,duration
0,2023-04-20 10:02:32,6,4,283
1,2023-04-20 10:02:32,6,4,283
2,2023-04-20 10:32:35,36,4,30
3,2023-04-20 10:32:35,36,4,30
4,2023-04-20 10:32:43,36,4,30
5,2023-04-20 10:32:43,36,4,30
6,2023-04-20 10:32:50,36,4,30
7,2023-04-20 10:32:50,36,4,30
8,2023-04-20 10:34:18,38,4,10
9,2023-04-20 10:34:18,38,4,10
10,2023-04-20 10:34:40,38,4,315
11,2023-04-20 10:34:40,38,4,315
12,2023-04-20 10:40:14,44,4,1786
13,2023-04-20 10:40:14,44,4,1786
14,2023-04-20 10:59:21,63,4,520
15,2023-04-20 10:59:21,63,4,520
16,2023-04-20 11:10:49,74,4,54
17,2023-04-20 11:10:49,74,4,54
18,2023-04-20 11:28:43,92,1,138
19,2023-04-20 11:28:43,92,1,1164
20,2023-04-20 11:28:43,92,1,579
21,2023-04-20 11:44:10,108,4,55
22,2023-04-20 11:44:10,108,4,55
23,2023-04-20 11:45:15,109,4,55
24,2023-04-20 11:45:15,109,4,55
25,2023-04-20 11:49:55,113,4,60
26,2023-04-20 11:49:55,113,4,60
27,2023-04-20 11:52:10,116,1,84
28,2023-04-20 11:52:10,116,1,89
29,2023-04-20 11:52:10,116,1,84
30,2023-04-20 11:52:10,116,1,124
31,2023-04-20 11:52:10,116,1,89
32,2023-04-20 11:52:10,116,1,84
33,2023-04-20 11:52:10,116,1,94
34,2023-04-20 11:52:10,116,1,94
35,2023-04-20 11:52:10,116,1,174
36,2023-04-20 11:52:10,116,1,74
37,2023-04-20 11:52:10,116,1,74
38,2023-04-20 11:52:10,116,1,99
39,2023-04-20 11:52:10,116,1,104
40,2023-04-20 11:52:10,116,1,89
41,2023-04-20 11:52:10,116,1,64
42,2023-04-20 11:52:10,116,1,79
43,2023-04-20 12:06:52,130,4,113
44,2023-04-20 12:06:52,130,4,113
45,2023-04-20 12:06:53,130,4,133
46,2023-04-20 12:06:53,130,4,133
47,2023-04-20 12:09:10,133,4,108
48,2023-04-20 12:09:10,133,4,108
49,2023-04-20 13:06:35,190,1,113
50,2023-04-20 13:16:23,200,1,529
51,2023-04-20 13:24:00,208,4,1124
52,2023-04-20 13:24:00,208,4,1124
53,2023-04-20 13:38:03,222,4,623
54,2023-04-20 13:38:03,222,4,623
55,2023-04-20 13:38:36,222,4,430
56,2023-04-20 13:38:36,222,4,430
57,2023-04-20 13:48:33,232,1,118
58,2023-04-20 13:48:33,232,1,579
59,2023-04-20 14:25:24,269,1,563
60,2023-04-20 15:53:29,357,4,154
61,2023-04-20 15:53:29,357,4,154
62,2023-04-20 15:53:29,357,4,119
63,2023-04-20 15:53:29,357,4,119
64,2023-04-20 15:53:29,357,4,104
65,2023-04-20 15:53:29,357,4,104
66,2023-04-20 15:53:29,357,4,144
67,2023-04-20 15:53:29,357,4,144
68,2023-04-20 15:53:29,357,4,194
69,2023-04-20 15:53:29,357,4,194
70,2023-04-20 15:53:29,357,4,129
71,2023-04-20 15:53:29,357,4,129
72,2023-04-20 15:53:29,357,4,144
73,2023-04-20 15:53:29,357,4,144
74,2023-04-20 15:53:29,357,4,129
75,2023-04-20 15:53:29,357,4,129
76,2023-04-20 15:53:29,357,4,174
77,2023-04-20 15:53:29,357,4,174
78,2023-04-20 15:53:29,357,4,134
79,2023-04-20 15:53:29,357,4,134
80,2023-04-20 15:53:29,357,4,184
81,2023-04-20 15:53:29,357,4,184
82,2023-04-20 15:53:29,357,4,189
83,2023-04-20 15:53:29,357,4,189
84,2023-04-20 15:53:29,357,4,169
85,2023-04-20 15:53:29,357,4,169
86,2023-04-20 15:53:29,357,4,184
87,2023-04-20 15:53:29,357,4,184
88,2023-04-20 15:53:29,357,4,194
89,2023-04-20 15:53:29,357,4,194
90,2023-04-20 15:53:29,357,4,244
91,2023-04-20 15:53:29,357,4,244
92,2023-04-20 15:53:29,357,4,154
93,2023-04-20 15:53:29,357,4,154
94,2023-04-20 15:53:29,357,4,154
95,2023-04-20 15:53:29,357,4,154
96,2023-04-20 15:53:29,357,4,119
97,2023-04-20 15:53:29,357,4,119
98,2023-04-20 15:53:29,357,4,179
99,2023-04-20 15:53:29,357,4,179
100,2023-04-20 15:53:29,357,4,104
101,2023-04-20 15:53:29,357,4,104
102,2023-04-20 15:53:29,357,4,164
103,2023-04-20 15:53:29,357,4,164
104,2023-04-20 15:53:29,357,4,198
105,2023-04-20 15:53:29,357,4,198
106,2023-04-20 15:53:29,357,4,243
107,2023-04-20 15:53:29,357,4,243
108,2023-04-20 15:53:29,357,4,218
109,2023-04-20 15:53:29,357,4,218
110,2023-04-20 15:53:29,357,4,118
111,2023-04-20 15:53:29,357,4,118
112,2023-04-20 15:53:29,357,4,298
113,2023-04-20 15:53:29,357,4,298
114,2023-04-20 15:53:29,357,4,283
115,2023-04-20 15:53:29,357,4,283
116,2023-04-20 15:53:29,357,4,153
117,2023-04-20 15:53:29,357,4,153
118,2023-04-20 15:53:29,357,4,163
119,2023-04-20 15:53:29,357,4,163
120,2023-04-20 15:53:29,357,4,158
121,2023-04-20 15:53:29,357,4,158
122,2023-04-20 15:53:29,357,4,239
123,2023-04-20 15:53:29,357,4,239
124,2023-04-20 15:55:13,359,4,184
125,2023-04-20 15:55:13,359,4,184
126,2023-04-20 15:55:13,359,4,174
127,2023-04-20 15:55:13,359,4,174
128,2023-04-20 15:56:31,360,1,582
