,time_zone,submission_time,num_gpus,duration
0,2023-04-21 10:55:23,26,2,123
1,2023-04-21 11:18:00,49,2,93
2,2023-04-21 11:19:52,50,2,73
3,2023-04-21 11:19:52,50,2,93
4,2023-04-21 11:19:52,50,2,113
5,2023-04-21 11:19:52,50,2,98
6,2023-04-21 11:19:52,50,2,108
7,2023-04-21 11:19:52,50,2,118
8,2023-04-21 11:19:52,50,2,83
9,2023-04-21 11:19:52,50,2,88
10,2023-04-21 11:19:52,50,2,88
11,2023-04-21 11:19:52,50,2,109
12,2023-04-21 11:19:52,50,2,89
13,2023-04-21 11:19:52,50,2,99
14,2023-04-21 11:19:52,50,2,94
15,2023-04-21 11:19:52,50,2,58
16,2023-04-21 11:19:52,50,2,118
17,2023-04-21 11:19:52,50,2,88
18,2023-04-21 11:21:18,52,2,98
19,2023-04-21 11:21:18,52,2,78
20,2023-04-21 11:21:18,52,2,68
21,2023-04-21 11:21:18,52,2,107
22,2023-04-21 11:21:18,52,2,88
23,2023-04-21 11:21:18,52,2,103
24,2023-04-21 11:21:18,52,2,93
25,2023-04-21 11:21:18,52,2,102
26,2023-04-21 11:21:18,52,2,133
27,2023-04-21 11:21:18,52,2,73
28,2023-04-21 11:21:18,52,2,98
29,2023-04-21 11:21:18,52,2,83
30,2023-04-21 11:21:18,52,2,73
31,2023-04-21 11:21:18,52,2,63
32,2023-04-21 11:21:18,52,2,108
33,2023-04-21 11:21:18,52,2,87
34,2023-04-21 11:21:43,52,2,93
35,2023-04-21 11:21:43,52,2,93
36,2023-04-21 11:21:43,52,2,69
37,2023-04-21 11:21:43,52,2,68
38,2023-04-21 11:21:43,52,2,134
39,2023-04-21 11:21:43,52,2,98
40,2023-04-21 11:21:43,52,2,73
41,2023-04-21 11:21:43,52,2,78
42,2023-04-21 11:21:43,52,2,73
43,2023-04-21 11:21:43,52,2,68
44,2023-04-21 11:21:43,52,2,73
45,2023-04-21 11:21:43,52,2,79
46,2023-04-21 11:21:43,52,2,68
47,2023-04-21 11:21:43,52,2,73
48,2023-04-21 11:21:43,52,2,88
49,2023-04-21 11:21:43,52,2,123
50,2023-04-21 11:22:58,53,2,73
51,2023-04-21 11:23:04,54,2,83
52,2023-04-21 11:23:16,54,2,109
53,2023-04-21 11:24:35,55,2,63
54,2023-04-21 11:24:43,55,2,79
55,2023-04-21 11:24:52,55,2,88
56,2023-04-21 11:29:32,60,2,77
57,2023-04-21 11:29:32,60,2,103
58,2023-04-21 11:29:32,60,2,123
59,2023-04-21 11:29:32,60,2,98
60,2023-04-21 11:29:32,60,2,108
61,2023-04-21 11:29:32,60,2,113
62,2023-04-21 11:29:32,60,2,98
63,2023-04-21 11:29:32,60,2,93
64,2023-04-21 11:29:32,60,2,128
65,2023-04-21 11:29:32,60,2,133
66,2023-04-21 11:29:32,60,2,78
67,2023-04-21 11:29:32,60,2,73
68,2023-04-21 11:29:32,60,2,88
69,2023-04-21 11:29:32,60,2,78
70,2023-04-21 11:29:32,60,2,78
71,2023-04-21 11:29:33,60,2,77
72,2023-04-21 11:30:46,61,2,58
73,2023-04-21 11:30:50,61,2,88
74,2023-04-21 11:30:51,61,2,93
75,2023-04-21 12:18:51,109,2,128
76,2023-04-21 12:18:51,109,2,83
77,2023-04-21 12:18:51,109,2,108
78,2023-04-21 12:21:35,112,2,78
79,2023-04-21 12:33:23,124,2,73
80,2023-04-21 12:36:03,127,2,93
81,2023-04-21 12:36:03,127,2,83
82,2023-04-21 12:36:03,127,2,58
83,2023-04-21 12:37:38,128,2,78
84,2023-04-21 14:34:03,245,2,93
85,2023-04-21 14:34:03,245,2,78
86,2023-04-21 14:34:03,245,2,83
87,2023-04-21 14:34:03,245,2,98
88,2023-04-21 14:34:03,245,2,103
89,2023-04-21 14:34:03,245,2,103
90,2023-04-21 14:34:03,245,2,98
91,2023-04-21 14:34:03,245,2,104
92,2023-04-21 14:34:03,245,2,104
93,2023-04-21 14:34:03,245,2,109
94,2023-04-21 14:34:03,245,2,104
95,2023-04-21 14:34:03,245,2,104
96,2023-04-21 14:34:03,245,2,94
97,2023-04-21 14:34:03,245,2,99
98,2023-04-21 14:34:03,245,2,94
99,2023-04-21 14:34:03,245,2,73
100,2023-04-21 14:35:16,246,2,63
101,2023-04-21 14:35:21,246,2,63
102,2023-04-21 14:35:26,246,2,73
103,2023-04-21 14:35:37,246,2,73
104,2023-04-21 14:35:37,246,2,108
105,2023-04-21 14:35:37,246,2,103
106,2023-04-21 14:35:41,246,2,88
107,2023-04-21 14:35:41,246,2,88
108,2023-04-21 14:35:42,246,2,78
109,2023-04-21 14:35:46,246,2,83
110,2023-04-21 14:35:46,246,2,123
111,2023-04-21 14:35:47,246,2,109
112,2023-04-21 14:35:47,246,2,129
113,2023-04-21 14:35:47,246,2,119
114,2023-04-21 14:35:47,246,2,139
115,2023-04-21 14:35:52,246,2,144
116,2023-04-21 14:36:20,247,2,57
117,2023-04-21 14:36:25,247,2,57
118,2023-04-21 14:36:40,247,2,83
119,2023-04-21 14:36:50,247,2,78
120,2023-04-21 14:37:00,248,2,88
121,2023-04-21 14:37:10,248,2,103
122,2023-04-21 14:37:10,248,2,673
123,2023-04-21 14:37:10,248,2,668
124,2023-04-21 15:31:40,302,4,20
125,2023-04-21 15:31:40,302,4,20
126,2023-04-21 15:33:33,304,4,30
127,2023-04-21 15:33:33,304,4,30
