,submission_time,num_gpus,duration
0,0,1,558
1,0,1,22
2,0,8,1800
3,0,8,1800
4,0,1,39
5,0,1,25
6,0,1,454
7,1,1,1800
8,1,8,1800
9,1,1,62
10,1,1,42
11,1,1,593
12,1,1,950
13,1,1,252
14,2,1,43
15,3,1,1071
16,3,2,41
17,3,1,52
18,3,1,26
19,3,1,1499
20,3,1,1166
21,3,1,1800
22,4,1,1800
23,4,1,914
24,4,1,1800
25,4,1,485
26,4,1,1712
27,4,1,134
28,4,1,661
29,4,1,22
30,4,1,1800
31,4,1,1800
32,4,1,762
33,4,1,830
34,4,1,62
35,4,1,1616
36,5,1,1773
37,5,1,1583
38,5,1,1602
39,5,1,1800
40,5,1,35
41,5,1,1800
42,5,1,153
43,6,1,1800
44,6,1,134
45,6,1,1800
46,6,1,1800
47,6,1,1661
48,6,1,43
49,6,2,162
50,6,1,1800
51,7,1,112
52,7,1,126
53,7,1,53
54,7,1,33
55,7,1,1800
56,7,1,21
57,7,1,379
58,8,1,206
59,8,1,116
60,8,1,1800
61,9,1,1800
62,9,1,21
63,10,1,1426
64,10,1,1800
65,10,1,1800
66,10,1,1800
67,10,1,276
68,11,1,265
69,11,1,173
70,11,1,1800
71,11,1,1800
72,11,1,62
73,11,1,1800
74,12,1,1800
75,12,1,51
76,13,1,41
77,13,1,42
78,13,1,1800
79,13,1,42
80,13,1,12
81,13,1,23
82,13,1,338
83,13,1,304
84,13,1,1800
85,13,1,23
86,13,1,626
87,13,1,22
88,14,1,1800
89,14,1,849
90,14,1,1800
91,14,1,647
92,14,1,1310
93,14,1,833
94,14,1,1800
95,14,1,1800
96,14,1,845
97,14,1,33
98,14,1,779
99,14,1,696
100,14,1,1151
101,14,1,156
102,14,1,1800
103,15,1,1800
104,15,1,908
105,15,1,13
106,15,1,1800
107,15,1,1629
108,15,1,1800
109,15,1,32
110,15,1,1800
111,15,1,1800
112,15,1,1800
113,16,1,52
114,16,1,289
115,16,1,1800
116,16,1,1800
117,16,1,33
118,16,1,880
119,16,1,277
120,16,1,1800
121,16,1,1800
122,16,1,1800
123,16,1,1800
124,16,1,1800
125,16,1,1800
126,16,1,1800
127,17,1,1800
128,17,1,117
129,17,1,1800
130,17,1,1800
131,18,1,80
132,18,1,101
133,18,1,1800
134,18,1,348
135,18,1,1273
136,18,1,60
137,18,1,43
138,18,1,1800
139,18,1,14
140,18,1,77
141,18,1,52
142,18,1,1800
143,18,1,464
144,18,1,48
145,19,1,1800
146,19,1,22
147,19,1,819
148,19,1,490
149,19,1,1800
150,19,1,13
151,20,1,1290
152,20,1,1483
153,20,1,223
154,20,1,173
155,20,1,192
156,20,1,1800
157,20,1,837
158,20,1,1378
159,20,1,24
160,20,1,1209
161,20,1,1481
162,20,1,835
163,21,1,1417
164,21,1,1298
165,21,1,1319
166,21,1,1417
167,21,1,676
168,21,1,885
169,21,1,1178
170,21,1,263
171,21,1,253
172,21,1,1800
173,21,1,434
174,21,1,1198
175,21,1,674
176,21,1,43
177,21,1,1800
178,21,1,646
179,21,1,684
180,21,1,23
181,21,1,1438
182,21,1,847
183,21,1,1369
184,21,1,253
185,21,1,275
186,21,1,1338
187,21,1,1369
188,21,1,1247
189,22,1,71
190,23,2,1800
191,23,1,737
192,23,1,1800
193,23,1,43
194,23,1,265
195,23,1,1800
196,23,1,1283
197,24,1,986
198,24,1,43
199,24,1,1800
200,25,1,1800
201,25,1,316
202,25,1,252
203,25,1,91
204,25,1,677
205,25,1,1800
206,26,1,289
207,26,1,44
208,26,1,1800
209,26,1,1800
210,26,1,123
211,26,1,42
212,27,1,1800
213,27,1,1800
214,27,1,1800
215,27,1,1800
216,27,1,23
217,27,1,1800
218,27,1,1800
219,28,1,42
220,28,1,1800
221,28,1,1800
222,28,1,1800
223,28,1,214
224,28,1,85
225,28,1,351
226,29,1,1800
227,29,1,1800
228,29,1,48
229,29,1,1800
230,29,1,1800
231,29,1,535
232,29,1,1800
233,29,1,1800
234,29,1,823
235,29,1,771
236,29,1,1800
237,29,1,1800
238,29,1,1800
239,29,1,1800
240,29,1,1800
241,29,1,1800
242,29,1,1800
243,29,1,663
244,29,1,1800
245,29,1,229
246,29,1,130
247,29,1,41
248,29,1,1800
249,29,1,1800
250,29,1,1800
251,29,1,1800
252,29,1,1800
253,29,1,1800
254,29,1,1761
255,29,1,928
256,29,1,1800
257,29,1,852
258,29,1,780
259,29,1,1800
260,29,1,1800
261,29,1,495
262,29,1,955
263,29,1,1063
264,29,1,1800
265,29,1,1800
266,29,1,660
267,29,1,783
268,29,1,42
269,29,1,130
270,29,1,1800
271,29,1,1800
272,29,1,1800
273,30,1,1800
274,30,1,111
275,30,1,51
276,30,1,42
277,30,1,1800
278,31,1,1800
279,31,1,1800
280,31,1,43
281,31,1,71
282,32,1,31
283,32,1,1800
284,32,1,1800
285,32,1,142
286,33,1,282
287,33,1,236
288,33,1,42
289,33,1,62
290,33,1,171
291,33,1,42
292,34,1,13
293,34,1,1800
294,34,1,719
295,34,1,295
296,34,1,53
297,34,1,12
298,34,1,1800
299,35,1,13
300,35,1,42
301,35,1,1055
302,35,1,52
303,35,1,395
304,35,1,13
305,36,1,1800
306,36,1,661
307,36,1,647
308,36,1,42
309,37,1,58
310,37,1,1800
