,time_zone,submission_time,num_gpus,duration
0,2023-04-21 04:43:58,15,2,8
1,2023-04-21 04:45:42,17,1,73
2,2023-04-21 04:58:32,30,1,139
3,2023-04-21 04:58:32,30,1,134
4,2023-04-21 04:58:32,30,1,144
5,2023-04-21 04:58:32,30,1,144
6,2023-04-21 05:07:34,39,4,133
7,2023-04-21 05:07:34,39,4,133
8,2023-04-21 05:07:34,39,4,233
9,2023-04-21 05:07:34,39,4,233
10,2023-04-21 05:07:35,39,4,118
11,2023-04-21 05:07:35,39,4,118
12,2023-04-21 05:07:35,39,4,138
13,2023-04-21 05:07:35,39,4,138
14,2023-04-21 05:07:35,39,4,193
15,2023-04-21 05:07:35,39,4,193
16,2023-04-21 05:07:35,39,4,228
17,2023-04-21 05:07:35,39,4,228
18,2023-04-21 05:07:35,39,4,158
19,2023-04-21 05:07:35,39,4,158
20,2023-04-21 05:07:35,39,4,133
21,2023-04-21 05:07:35,39,4,133
22,2023-04-21 05:07:35,39,4,918
23,2023-04-21 05:07:35,39,4,918
24,2023-04-21 05:07:35,39,4,133
25,2023-04-21 05:07:35,39,4,133
26,2023-04-21 05:07:35,39,4,208
27,2023-04-21 05:07:35,39,4,208
28,2023-04-21 05:07:35,39,4,178
29,2023-04-21 05:07:35,39,4,178
30,2023-04-21 05:07:35,39,4,113
31,2023-04-21 05:07:35,39,4,113
32,2023-04-21 05:07:35,39,4,134
33,2023-04-21 05:07:35,39,4,134
34,2023-04-21 05:07:35,39,4,143
35,2023-04-21 05:07:35,39,4,143
36,2023-04-21 05:07:35,39,4,178
37,2023-04-21 05:07:35,39,4,178
38,2023-04-21 05:07:35,39,4,178
39,2023-04-21 05:07:35,39,4,178
40,2023-04-21 05:07:35,39,4,133
41,2023-04-21 05:07:35,39,4,133
42,2023-04-21 05:07:35,39,4,183
43,2023-04-21 05:07:35,39,4,183
44,2023-04-21 05:07:35,39,4,138
45,2023-04-21 05:07:35,39,4,138
46,2023-04-21 05:07:35,39,4,453
47,2023-04-21 05:07:35,39,4,453
48,2023-04-21 05:07:35,39,4,118
49,2023-04-21 05:07:35,39,4,118
50,2023-04-21 05:07:35,39,4,269
51,2023-04-21 05:07:35,39,4,269
52,2023-04-21 05:07:35,39,4,173
53,2023-04-21 05:07:35,39,4,173
54,2023-04-21 05:07:35,39,4,183
55,2023-04-21 05:07:35,39,4,183
56,2023-04-21 05:07:35,39,4,158
57,2023-04-21 05:07:35,39,4,158
58,2023-04-21 05:07:35,39,4,93
59,2023-04-21 05:07:35,39,4,93
60,2023-04-21 05:07:35,39,4,123
61,2023-04-21 05:07:35,39,4,123
62,2023-04-21 05:07:35,39,4,153
63,2023-04-21 05:07:35,39,4,153
64,2023-04-21 05:09:08,41,1,54
65,2023-04-21 05:09:08,41,1,74
66,2023-04-21 05:09:08,41,1,69
67,2023-04-21 05:09:08,41,1,74
68,2023-04-21 05:09:46,41,4,158
69,2023-04-21 05:09:46,41,4,158
70,2023-04-21 05:09:49,41,4,229
71,2023-04-21 05:09:49,41,4,229
72,2023-04-21 05:10:06,42,4,123
73,2023-04-21 05:10:06,42,4,123
74,2023-04-21 05:11:01,43,4,203
75,2023-04-21 05:11:01,43,4,203
76,2023-04-21 05:11:41,43,4,128
77,2023-04-21 05:11:41,43,4,128
78,2023-04-21 05:12:19,44,4,153
79,2023-04-21 05:12:19,44,4,153
80,2023-04-21 05:12:27,44,4,203
81,2023-04-21 05:12:27,44,4,203
82,2023-04-21 05:13:34,45,4,283
83,2023-04-21 05:13:34,45,4,283
84,2023-04-21 05:13:54,45,4,188
85,2023-04-21 05:13:54,45,4,188
86,2023-04-21 05:15:25,47,4,253
87,2023-04-21 05:15:25,47,4,253
88,2023-04-21 05:15:27,47,4,253
89,2023-04-21 05:15:27,47,4,253
90,2023-04-21 05:15:47,47,4,344
91,2023-04-21 05:15:47,47,4,344
92,2023-04-21 05:16:11,48,4,188
93,2023-04-21 05:16:11,48,4,188
94,2023-04-21 05:17:45,49,4,19
95,2023-04-21 05:17:45,49,4,19
96,2023-04-21 05:17:48,49,4,163
97,2023-04-21 05:17:48,49,4,163
98,2023-04-21 05:18:24,50,4,103
99,2023-04-21 05:18:24,50,4,103
100,2023-04-21 05:18:45,50,4,163
101,2023-04-21 05:18:45,50,4,163
102,2023-04-21 05:19:28,51,4,213
103,2023-04-21 05:19:28,51,4,213
