phase,instance,invocationID,startTime,requestedDuration,responseTime,actualDuration,actualMemoryUsage,memoryAllocationTimeout,connectionTimeout,functionTimeout
2,,min0.inv0,1686067723896967388,0,0,0,0,false,false,false
2,,min0.inv0,1686067723897079986,0,0,0,0,false,false,false
2,,min0.inv0,1686067723897380521,0,0,0,0,false,false,false
2,,min0.inv0,1686067723897416627,0,0,0,0,false,false,false
2,,min0.inv0,1686067723897486193,0,0,0,0,false,false,false
2,,min0.inv0,1686067723897546172,0,0,0,0,false,false,false
2,,min0.inv0,1686067723897578230,0,0,0,0,false,false,false
2,,min0.inv0,1686067723897617453,0,0,0,0,false,false,false
2,,min0.inv1,1686067725166251050,0,0,0,0,false,false,false
2,,min0.inv2,1686067727742267171,0,0,0,0,false,false,false
2,,min0.inv1,1686067731480137701,0,0,0,0,false,false,false
2,this is reply,min0.inv0,1686067723897157,100000,8427496,0,0,false,false,false
2,,min0.inv1,1686067733829209692,0,0,0,0,false,false,false
2,,min0.inv1,1686067736462905011,0,0,0,0,false,false,false
2,,min0.inv2,1686067736809352994,0,0,0,0,false,false,false
2,,min0.inv1,1686067740441137293,0,0,0,0,false,false,false
2,,min0.inv1,1686067741877154281,0,0,0,0,false,false,false
2,,min0.inv1,1686067742141505088,0,0,0,0,false,false,false
2,,min0.inv3,1686067747024278956,0,0,0,0,false,false,false
2,,min0.inv2,1686067747650732116,0,0,0,0,false,false,false
2,,min0.inv1,1686067748003310403,0,0,0,0,false,false,false
2,,min0.inv3,1686067749670549311,0,0,0,0,false,false,false
2,,min0.inv3,1686067752070792839,0,0,0,0,false,false,false
2,this is reply,min0.inv2,1686067739178899,101000,14334662,0,0,false,false,false
2,,min0.inv2,1686067754350530304,0,0,0,0,false,false,false
2,this is reply,min0.inv1,1686067747669068,101000,8110667,0,0,false,false,false
2,,min0.inv2,1686067756655986530,0,0,0,0,false,false,false
2,,min0.inv4,1686067757275686108,0,0,0,0,false,false,false
2,,min0.inv2,1686067757526141971,0,0,0,0,false,false,false
2,,min0.inv3,1686067758566099538,0,0,0,0,false,false,false
2,,min0.inv3,1686067761802162254,0,0,0,0,false,false,false
2,,min0.inv2,1686067762147642789,0,0,0,0,false,false,false
2,,min0.inv4,1686067763234828336,0,0,0,0,false,false,false
2,,min0.inv2,1686067764569113620,0,0,0,0,false,false,false
2,this is reply,min0.inv3,1686067760829512,99000,4969306,0,0,false,false,false
2,,min0.inv3,1686067769709232369,0,0,0,0,false,false,false
2,,min0.inv3,1686067774425068389,0,0,0,0,false,false,false
2,,min0.inv3,1686067774452323176,0,0,0,0,false,false,false
2,,min0.inv4,1686067778261121486,0,0,0,0,false,false,false
2,,min0.inv4,1686067778441378261,0,0,0,0,false,false,false
2,,min0.inv4,1686067780144243564,0,0,0,0,false,false,false
2,,min0.inv4,1686067780282572193,0,0,0,0,false,false,false
2,,min0.inv4,1686067781793109675,0,0,0,0,false,false,false
2,,min0.inv4,1686067782412963528,0,0,0,0,false,false,false
2,,min1.inv0,1686067783897019665,0,0,0,0,false,false,false
2,,min1.inv0,1686067783897074768,0,0,0,0,false,false,false
2,,min1.inv0,1686067783897115040,0,0,0,0,false,false,false
2,,min1.inv0,1686067783897146119,0,0,0,0,false,false,false
2,,min1.inv0,1686067783897182328,0,0,0,0,false,false,false
2,,min1.inv0,1686067783897329080,0,0,0,0,false,false,false
2,,min1.inv0,1686067783897366014,0,0,0,0,false,false,false
2,,min1.inv0,1686067783897457790,0,0,0,0,false,false,false
2,this is reply,min0.inv4,1686067783578214,99000,5949995,0,0,false,false,false
2,,min1.inv1,1686067791377119175,0,0,0,0,false,false,false
2,this is reply,min1.inv0,1686067783897245,101000,9089918,0,0,false,false,false
2,,min1.inv1,1686067796297123700,0,0,0,0,false,false,false
2,,min1.inv1,1686067796856781135,0,0,0,0,false,false,false
2,,min1.inv1,1686067797810855512,0,0,0,0,false,false,false
2,,min1.inv1,1686067797814133150,0,0,0,0,false,false,false
2,,min1.inv1,1686067799895763982,0,0,0,0,false,false,false
2,,min1.inv1,1686067800923871673,0,0,0,0,false,false,false
2,,min1.inv2,1686067802343419926,0,0,0,0,false,false,false
2,,min1.inv1,1686067804365467260,0,0,0,0,false,false,false
2,,min1.inv2,1686067804771023765,0,0,0,0,false,false,false
2,,min1.inv2,1686067807402917670,0,0,0,0,false,false,false
2,,min1.inv3,1686067809228963503,0,0,0,0,false,false,false
2,,min1.inv2,1686067811112012045,0,0,0,0,false,false,false
2,,min1.inv2,1686067811998035226,0,0,0,0,false,false,false
2,,min1.inv2,1686067815964254149,0,0,0,0,false,false,false
2,,min1.inv3,1686067818740134276,0,0,0,0,false,false,false
2,,min1.inv3,1686067819400908247,0,0,0,0,false,false,false
2,,min1.inv3,1686067820449033925,0,0,0,0,false,false,false
2,,min1.inv3,1686067822176895523,0,0,0,0,false,false,false
2,,min1.inv4,1686067822869762295,0,0,0,0,false,false,false
2,,min1.inv4,1686067822985098726,0,0,0,0,false,false,false
2,,min1.inv4,1686067826389098378,0,0,0,0,false,false,false
2,,min1.inv2,1686067827063852633,0,0,0,0,false,false,false
2,,min1.inv2,1686067828054939945,0,0,0,0,false,false,false
2,,min1.inv4,1686067828467499846,0,0,0,0,false,false,false
2,,min1.inv4,1686067830196323168,0,0,0,0,false,false,false
2,,min1.inv3,1686067832725106758,0,0,0,0,false,false,false
2,,min1.inv3,1686067834165072604,0,0,0,0,false,false,false
2,,min1.inv4,1686067834584651124,0,0,0,0,false,false,false
2,this is reply,min1.inv1,1686067811104004,100000,25522994,0,0,false,false,false
2,this is reply,min1.inv4,1686067836385156,100000,1022144,0,0,false,false,false
2,,min1.inv3,1686067839729049105,0,0,0,0,false,false,false
2,,min1.inv4,1686067840901356390,0,0,0,0,false,false,false
