phase,instance,invocationID,startTime,requestedDuration,responseTime,actualDuration,actualMemoryUsage,memoryAllocationTimeout,connectionTimeout,functionTimeout
2,this is reply,min1.inv4,1686092331216637,101000,30855838,12180633,0,false,false,false
2,this is reply,min0.inv0,1686092228725240,99000,152219033,70880116,0,false,false,false
2,this is reply,min0.inv4,1686092283086846,100000,100487448,48213763,0,false,false,false
2,this is reply,min0.inv3,1686092266630381,99000,124192029,59481720,0,false,false,false
2,this is reply,min1.inv3,1686092314056317,99000,87280986,35711725,0,false,false,false
2,this is reply,min0.inv1,1686092252831697,99000,150343597,71637856,0,false,false,false
2,this is reply,min0.inv2,1686092259178577,99000,204165237,95330971,0,false,false,false
2,this is reply,min3.inv3,1686092453217363,100000,35157350,11961225,0,false,false,false
2,this is reply,min2.inv3,1686092402368409,100000,91210606,36073962,0,false,false,false
2,this is reply,min4.inv1,1686092473225200,99000,38912495,11861659,0,false,false,false
2,this is reply,min3.inv1,1686092422503027,99000,96519200,35940619,0,false,false,false
2,this is reply,min4.inv2,1686092481295814,99000,40137585,11898262,0,false,false,false
2,this is reply,min2.inv4,1686092405429835,100000,133241051,47992447,0,false,false,false
2,this is reply,min4.inv4,1686092516150257,100000,36529439,11978021,0,false,false,false
2,this is reply,min1.inv0,1686092288725332,101000,271803167,109780207,0,false,false,false
2,this is reply,min5.inv0,1686092528725966,99000,36511877,11960177,0,false,false,false
2,this is reply,min2.inv1,1686092383557349,99000,197478570,71673336,0,false,false,false
2,this is reply,min1.inv1,1686092301685545,99000,280699853,107027400,0,false,false,false
2,this is reply,min2.inv0,1686092348725409,101000,235118993,84524550,0,false,false,false
2,this is reply,min3.inv0,1686092408725827,101000,180105390,60628117,0,false,false,false
2,this is reply,min2.inv2,1686092391335113,101000,202200172,72895028,0,false,false,false
2,this is reply,min1.inv2,1686092312231565,99000,290398603,107246938,0,false,false,false
2,this is reply,min4.inv0,1686092468725947,101000,147014086,48529959,0,false,false,false
2,this is reply,min3.inv2,1686092424198156,99000,224675992,83533746,0,false,false,false
2,this is reply,min5.inv1,1686092529494043,99000,130339677,47595622,0,false,false,false
2,this is reply,min3.inv4,1686092463682278,99000,230663855,71341180,0,false,false,false
2,this is reply,min5.inv2,1686092562973950,100000,161868240,47891248,0,false,false,false
2,this is reply,min6.inv1,1686092590403383,99000,134684964,47941547,0,false,false,false
2,this is reply,min4.inv3,1686092497864164,101000,230922223,72948111,0,false,false,false
2,this is reply,min5.inv4,1686092585302915,99000,147234652,47752527,0,false,false,false
2,this is reply,min6.inv0,1686092588726329,100000,152255762,48442385,0,false,false,false
2,this is reply,min6.inv2,1686092593624633,101000,149353573,48402020,0,false,false,false
2,this is reply,min6.inv4,1686092637697076,99000,147577700,47664878,0,false,false,false
2,this is reply,min6.inv3,1686092622208054,99000,183525918,59773860,0,false,false,false
2,this is reply,min8.inv0,1686092708728697,100000,109207890,36227462,0,false,false,false
2,this is reply,min7.inv0,1686092648728523,100000,177297099,60120030,0,false,false,false
2,this is reply,min7.inv1,1686092664243575,99000,177437632,59487381,0,false,false,false
2,this is reply,min7.inv3,1686092670649271,99000,174437312,59590710,0,false,false,false
2,this is reply,min10.inv0,1686092828730613,100000,33698645,12099547,0,false,false,false
2,this is reply,min5.inv3,1686092568770297,99000,310562556,107517697,0,false,false,false
2,this is reply,min8.inv2,1686092715794560,101000,167780526,60902648,0,false,false,false
2,this is reply,min7.inv4,1686092684832809,99000,201057241,71666833,0,false,false,false
2,this is reply,min9.inv2,1686092810861858,100000,94526524,35962733,0,false,false,false
2,this is reply,min10.inv1,1686092845274077,99000,60604540,23455583,0,false,false,false
2,this is reply,min9.inv3,1686092823226692,101000,94856314,36348629,0,false,false,false
2,this is reply,min8.inv4,1686092767439584,99000,157297702,59434258,0,false,false,false
2,this is reply,min11.inv2,1686092909604794,101000,24362779,12223937,0,false,false,false
2,this is reply,min7.inv2,1686092665515179,99000,285530808,107284968,0,false,false,false
2,this is reply,min8.inv1,1686092714357562,100000,259788373,96906742,0,false,false,false
2,this is reply,min9.inv1,1686092794701359,100000,191984870,84120044,0,false,false,false
2,this is reply,min10.inv2,1686092861489491,99000,139652249,59834072,0,false,false,false
2,this is reply,min9.inv0,1686092768730372,99000,235142660,95219250,0,false,false,false
2,this is reply,min8.inv3,1686092765641072,99000,245490209,106866541,0,false,false,false
2,this is reply,min11.inv1,1686092909199516,99000,109326668,47721167,0,false,false,false
2,this is reply,min12.inv0,1686092948732245,99000,87350667,35676075,0,false,false,false
2,this is reply,min9.inv4,1686092825442330,99000,228746358,95500245,0,false,false,false
2,this is reply,min12.inv2,1686092986380202,99000,85899494,35482705,0,false,false,false
2,this is reply,min11.inv4,1686092933301535,101000,151720795,60848289,0,false,false,false
2,this is reply,min13.inv2,1686093024002277,99000,81539277,35845534,0,false,false,false
2,this is reply,min11.inv3,1686092925282626,100000,204850825,84126966,0,false,false,false
2,this is reply,min10.inv3,1686092879285070,99000,255093223,106848077,0,false,false,false
2,this is reply,min10.inv4,1686092885115509,99000,251026548,107236822,0,false,false,false
2,this is reply,min11.inv0,1686092888731323,99000,257210864,107021707,0,false,false,false
2,this is reply,min15.inv0,1686093128734057,99000,35433628,11911121,0,false,false,false
2,this is reply,min12.inv1,1686092958168957,99000,226067754,83199782,0,false,false,false
2,this is reply,min15.inv1,1686093130758541,99000,63475320,23909000,0,false,false,false
2,this is reply,min15.inv2,1686093134662265,100000,67564052,24202605,0,false,false,false
2,this is reply,min15.inv3,1686093157323880,99000,59022422,23885019,0,false,false,false
2,this is reply,min12.inv4,1686092994565763,99000,228376303,95321106,0,false,false,false
2,this is reply,min15.inv4,1686093170340477,99000,55849251,23866905,0,false,false,false
2,this is reply,min14.inv2,1686093102642513,99000,123991887,47793768,0,false,false,false
2,this is reply,min12.inv3,1686092990022317,99000,253164765,107392110,0,false,false,false
2,this is reply,min13.inv0,1686093008732912,101000,244212471,97534443,0,false,false,false
2,this is reply,min13.inv1,1686093016183298,99000,253398668,95313857,0,false,false,false
2,this is reply,min17.inv1,1686093252579221,99000,33192330,11862921,0,false,false,false
2,this is reply,min13.inv3,1686093046834298,99000,242999013,95311937,0,false,false,false
2,this is reply,min14.inv3,1686093106205347,99000,187330647,71630149,0,false,false,false
2,this is reply,min16.inv4,1686093235212215,101000,70131443,24265463,0,false,false,false
2,this is reply,min13.inv4,1686093053390258,101000,253579412,97178066,0,false,false,false
2,this is reply,min14.inv0,1686093068733545,100000,249755016,96780260,0,false,false,false
2,this is reply,min14.inv1,1686093079949070,101000,241701651,97864341,0,false,false,false
2,this is reply,min16.inv0,1686093188734718,100000,148395535,59944589,0,false,false,false
2,this is reply,min14.inv4,1686093117812478,99000,219335756,83175864,0,false,false,false
